Unnamed: 0,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,season,player_id,pts_improvement,ast_improvement,trb_improvement,stl_improvement,blk_improvement,fg%_improvement,3p%_improvement,ft%_improvement,weighted_pts,weighted_ast,weighted_trb,pts_positional_rank,ast_positional_rank,trb_positional_rank,stl_positional_rank,blk_positional_rank,fg%_positional_rank,3p%_positional_rank,ft%_positional_rank,efficiency,efficiency_rank,consistency_score,consistency_rank
78,C.J. Miles,SG,34,BOS,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,0.0,812.0,0.0,0.0
79,CJ Elleby,SF,21,POR,58,28,20.2,2.1,5.3,0.393,0.6,2.2,0.294,1.4,3.1,0.462,0.453,1.0,1.4,0.714,1.1,2.8,3.9,1.5,0.6,0.3,1.0,2.0,5.8,2021,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.15,0.39,80.0,48.0,46.0,71.0,87.0,109.0,105.0,89.0,0.599009900990099,579.0,0.0,0.0
80,CJ McCollum,SG,30,NOP,26,26,33.8,9.5,19.2,0.493,2.7,6.9,0.394,6.7,12.3,0.549,0.564,2.6,3.9,0.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3,2021,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.58,0.45,3.0,5.0,16.0,13.0,199.0,26.0,39.0,148.0,1.0621301775147929,47.0,1.71697408250678,319.0
81,CJ McCollum,SG,30,POR,36,36,35.2,8.1,18.5,0.436,3.1,8.0,0.384,5.0,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5,2021,88,-0.1563786008230453,-0.2241379310344827,-0.0444444444444445,-0.2307692307692308,0.0,-0.1156186612576064,-0.0253807106598985,0.0584707646176909,2.0500000000000003,0.45,0.43,10.0,15.0,22.0,37.0,11.0,71.0,50.0,134.0,0.8778409090909091,161.0,1.71697408250678,319.0
82,CJ McCollum,SG,30,TOT,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,2021,88,0.0780487804878049,0.1333333333333333,0.0,0.1,-0.3333333333333332,0.0550458715596331,0.0104166666666667,-0.0339943342776202,2.2100000000000004,0.51,0.43,5.0,8.0,22.0,22.0,39.0,39.0,46.0,141.0,0.953757225433526,102.0,1.71697408250678,319.0
871,CJ McCollum,SG,31,NOP,75,75,35.3,7.8,17.9,0.437,2.8,7.2,0.389,5.0,10.7,0.469,0.515,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2.0,20.9,2022,88,-0.0542986425339367,0.1176470588235294,0.0232558139534884,-0.1818181818181818,0.25,-0.05,0.0025773195876288,0.1275659824046919,6.27,1.71,1.32,12.0,5.0,17.0,36.0,18.0,81.0,50.0,95.0,0.9178470254957508,119.0,1.71697408250678,310.0
1569,CJ McCollum,PG,32,NOP,66,66,32.7,7.3,16.0,0.459,3.6,8.4,0.429,3.7,7.5,0.492,0.572,1.7,2.1,0.827,0.6,3.7,4.3,4.6,0.9,0.6,1.7,1.9,20.0,2023,88,-0.0430622009569376,-0.1929824561403509,-0.0227272727272728,0.0,0.1999999999999999,0.0503432494279176,0.1028277634961438,0.0754226267880362,12.0,2.76,2.58,15.0,41.0,20.0,50.0,10.0,36.0,13.0,61.0,0.9296636085626911,118.0,1.71697408250678,265.0
83,Cade Cunningham,PG,20,DET,64,64,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,2021,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.5599999999999999,0.55,20.0,31.0,7.0,33.0,8.0,68.0,85.0,56.0,0.9325153374233128,114.0,2.65141471671257,503.0
872,Cade Cunningham,PG,21,DET,12,12,33.3,7.8,18.7,0.415,1.4,5.1,0.279,6.3,13.6,0.466,0.453,3.0,3.6,0.837,1.0,5.2,6.2,6.0,0.8,0.6,3.3,2.8,19.9,2022,89,0.1436781609195403,0.0714285714285714,0.1272727272727272,-0.3333333333333332,-0.1428571428571428,-0.0024038461538461,-0.1114649681528662,-0.0094674556213018,5.97,1.7999999999999998,1.86,18.0,32.0,5.0,70.0,12.0,83.0,115.0,44.0,1.006006006006006,66.0,2.65141471671257,465.0
1570,Cade Cunningham,PG,22,DET,62,62,33.5,8.5,18.8,0.449,1.9,5.4,0.355,6.5,13.4,0.487,0.5,3.8,4.4,0.869,0.5,3.8,4.3,7.5,0.9,0.4,3.4,2.5,22.7,2023,89,0.1407035175879396,0.25,-0.3064516129032258,0.125,-0.3333333333333332,0.0819277108433735,0.2724014336917562,0.038231780167264,13.62,4.5,2.58,12.0,8.0,20.0,50.0,34.0,47.0,71.0,29.0,1.0686567164179104,45.0,2.65141471671257,446.0
873,Caleb Houstan,SF,20,ORL,51,4,15.9,1.3,3.6,0.363,0.9,2.7,0.338,0.4,0.9,0.435,0.489,0.3,0.4,0.833,0.7,1.3,1.9,0.6,0.2,0.1,0.4,1.2,3.8,2022,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.18,0.57,99.0,103.0,96.0,112.0,103.0,113.0,63.0,42.0,0.4150943396226414,664.0,0.3535533905932738,26.0
1571,Caleb Houstan,SF,21,ORL,59,13,13.8,1.4,3.5,0.388,1.2,3.3,0.373,0.1,0.2,0.615,0.563,0.4,0.4,0.808,0.5,0.9,1.4,0.5,0.3,0.1,0.3,1.0,4.3,2023,90,0.131578947368421,-0.1666666666666666,-0.2631578947368421,0.4999999999999998,0.0,0.0688705234159781,0.1035502958579881,-0.0300120048019206,2.58,0.3,0.84,94.0,122.0,118.0,121.0,130.0,124.0,53.0,56.0,0.4782608695652173,680.0,0.3535533905932738,17.0
84,Caleb Martin,SF,26,MIA,60,12,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,3.8,1.1,1.0,0.5,0.9,1.7,9.2,2021,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.11,0.38,42.0,73.0,50.0,31.0,38.0,14.0,14.0,64.0,0.6812227074235807,443.0,0.4000000000000008,43.0
874,Caleb Martin,PF,27,MIA,71,49,29.3,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,2022,91,0.0434782608695651,0.4545454545454546,0.263157894736842,0.0,-0.1999999999999999,-0.0848126232741617,-0.1380145278450363,0.0550458715596331,2.88,0.48,1.44,34.0,42.0,41.0,16.0,57.0,61.0,49.0,40.0,0.5938566552901023,538.0,0.4000000000000008,37.0
1572,Caleb Martin,SF,28,MIA,64,23,27.4,3.8,8.7,0.431,1.3,3.6,0.349,2.5,5.1,0.489,0.504,1.2,1.5,0.778,1.2,3.2,4.4,2.2,0.7,0.5,1.2,2.0,10.0,2023,91,0.0416666666666667,0.375,-0.0833333333333332,-0.3,0.25,-0.0711206896551724,-0.0196629213483146,-0.0335403726708074,6.0,1.32,2.64,42.0,30.0,31.0,59.0,44.0,92.0,74.0,70.0,0.6496350364963505,466.0,0.4000000000000008,25.0
85,Cam Reddish,SF,22,ATL,34,7,23.4,4.1,10.1,0.402,1.7,4.5,0.379,2.4,5.6,0.421,0.487,2.1,2.4,0.9,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9,2021,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1900000000000002,0.11,0.25,27.0,73.0,89.0,31.0,87.0,99.0,30.0,15.0,0.7179487179487181,384.0,2.443260896736943,457.0
86,Cam Reddish,SF,22,NYK,15,0,14.3,1.8,4.3,0.415,0.5,2.1,0.258,1.3,2.3,0.559,0.477,1.9,2.1,0.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1.0,6.1,2021,92,-0.4873949579831933,-0.3636363636363637,-0.44,-0.1999999999999999,0.0,0.0323383084577113,-0.3192612137203166,0.0066666666666665,0.61,0.0699999999999999,0.1399999999999999,75.0,106.0,126.0,46.0,87.0,83.0,116.0,12.0,0.6503496503496504,494.0,2.443260896736943,457.0
87,Cam Reddish,SF,22,TOT,49,7,20.7,3.4,8.3,0.404,1.3,3.8,0.359,2.0,4.6,0.442,0.485,2.1,2.3,0.902,0.5,1.6,2.1,1.0,1.0,0.3,1.2,1.2,10.1,2021,92,0.6557377049180328,0.4285714285714286,0.5000000000000002,0.25,0.0,-0.0265060240963854,0.391472868217054,-0.0044150110375276,1.01,0.1,0.21,37.0,86.0,99.0,31.0,87.0,97.0,46.0,14.0,0.7004830917874396,408.0,2.443260896736943,457.0
875,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4.0,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,2022,92,-0.1683168316831682,0.0,-0.2380952380952381,-0.1999999999999999,0.3333333333333335,0.1113861386138612,-0.1532033426183844,-0.0254988913525499,2.52,0.3,0.48,57.0,80.0,104.0,35.0,37.0,64.0,94.0,15.0,0.5570776255707763,578.0,2.443260896736943,434.0
876,Cam Reddish,SF,23,POR,20,12,27.6,3.9,8.8,0.443,1.4,4.4,0.318,2.5,4.4,0.568,0.523,1.8,2.1,0.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2.0,11.0,2022,92,0.3095238095238095,0.8999999999999999,0.8124999999999998,0.4999999999999998,-0.2500000000000001,-0.0133630289532293,0.0460526315789473,-0.0523321956769056,3.3,0.57,0.87,35.0,36.0,67.0,11.0,52.0,71.0,83.0,42.0,0.6268115942028986,502.0,2.443260896736943,434.0
877,Cam Reddish,SF,23,TOT,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7,2022,92,-0.1181818181818182,-0.2631578947368421,-0.2413793103448275,-0.1666666666666666,0.3333333333333335,0.0067720090293452,-0.0157232704402515,0.0240096038415367,2.91,0.42,0.66,45.0,60.0,89.0,23.0,37.0,67.0,89.0,27.0,0.592741935483871,541.0,2.443260896736943,434.0
1573,Cam Reddish,SF,24,LAL,48,26,20.5,1.9,4.9,0.389,0.8,2.3,0.336,1.1,2.6,0.435,0.468,0.9,1.1,0.759,0.6,1.5,2.1,1.0,1.0,0.3,0.6,1.3,5.4,2023,92,-0.4432989690721648,-0.2857142857142857,-0.0454545454545455,0.0,-0.2500000000000001,-0.1278026905829596,0.0734824281150159,-0.1101992966002344,3.24,0.6,1.26,80.0,83.0,93.0,24.0,78.0,122.0,85.0,77.0,0.4780487804878049,681.0,2.443260896736943,403.0
88,Cam Thomas,SG,20,BRK,67,2,17.6,3.3,7.5,0.433,0.7,2.6,0.27,2.6,4.9,0.52,0.48,1.3,1.6,0.829,0.2,2.2,2.4,1.2,0.5,0.1,0.8,1.0,8.5,2021,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,0.12,0.24,79.0,112.0,96.0,131.0,147.0,76.0,147.0,74.0,0.721590909090909,378.0,7.55005518743627,686.0
878,Cam Thomas,SG,21,BRK,57,4,16.6,3.5,8.0,0.441,0.9,2.3,0.383,2.6,5.7,0.464,0.497,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6,2022,93,0.2470588235294117,0.1666666666666667,-0.2916666666666666,-0.1999999999999999,0.0,0.0184757505773671,0.4185185185185185,0.0470446320868516,3.18,0.42,0.51,52.0,86.0,114.0,128.0,140.0,72.0,59.0,39.0,0.8554216867469878,177.0,7.55005518743627,655.0
1574,Cam Thomas,SG,22,BRK,66,51,31.4,8.0,18.0,0.442,2.2,6.0,0.364,5.8,12.0,0.481,0.503,4.3,5.1,0.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5,2023,93,1.1226415094339623,1.0714285714285716,0.8823529411764708,0.7499999999999998,1.0,0.002267573696145,-0.0496083550913838,-0.0138248847926267,13.5,1.74,1.92,8.0,38.0,41.0,58.0,90.0,67.0,65.0,40.0,0.9394904458598724,108.0,7.55005518743627,634.0
1575,Cam Whitmore,SF,19,HOU,47,2,18.7,4.5,9.9,0.454,1.7,4.7,0.359,2.8,5.3,0.538,0.539,1.6,2.4,0.679,0.9,2.9,3.8,0.7,0.6,0.4,1.0,1.4,12.3,2023,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,0.42,2.28,31.0,109.0,43.0,76.0,54.0,63.0,63.0,112.0,0.9518716577540108,101.0,0.0,0.0
89,Cameron Johnson,PF,25,PHO,66,16,26.2,4.2,9.2,0.46,2.5,5.9,0.425,1.7,3.3,0.523,0.596,1.5,1.7,0.86,0.6,3.5,4.1,1.5,0.9,0.2,0.7,1.7,12.5,2021,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.15,0.41,27.0,44.0,75.0,32.0,121.0,89.0,19.0,19.0,0.732824427480916,364.0,1.6513630733427465,292.0
879,Cameron Johnson,PF,26,BRK,25,25,30.8,5.6,12.0,0.468,2.3,6.2,0.372,3.3,5.8,0.572,0.565,3.0,3.5,0.851,0.8,4.0,4.8,2.1,1.4,0.3,1.1,2.2,16.6,2022,95,0.328,0.4000000000000001,0.1707317073170733,0.5555555555555554,0.4999999999999998,0.0173913043478262,-0.1247058823529411,-0.0104651162790697,4.98,0.63,1.44,12.0,25.0,41.0,1.0,77.0,58.0,37.0,26.0,0.8181818181818182,223.0,1.6513630733427465,291.0
880,Cameron Johnson,PF,26,PHO,17,16,25.2,4.8,10.2,0.474,2.6,5.8,0.455,2.2,4.4,0.5,0.604,1.6,1.9,0.818,0.8,3.0,3.8,1.5,0.9,0.4,0.6,1.7,13.9,2022,95,-0.1626506024096385,-0.2857142857142857,-0.2083333333333333,-0.3571428571428571,0.3333333333333335,0.0128205128205127,0.2231182795698925,-0.0387779083431257,4.17,0.4499999999999999,1.14,22.0,47.0,65.0,23.0,57.0,53.0,4.0,36.0,0.8134920634920634,228.0,1.6513630733427465,291.0
881,Cameron Johnson,PF,26,TOT,42,41,28.5,5.3,11.3,0.47,2.5,6.1,0.404,2.9,5.2,0.548,0.579,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2.0,15.5,2022,95,0.1151079136690647,0.2666666666666666,0.1578947368421053,0.3333333333333332,-0.2500000000000001,-0.0084388185654008,-0.112087912087912,0.0293398533007336,4.65,0.57,1.32,17.0,32.0,49.0,5.0,77.0,56.0,13.0,29.0,0.8175438596491227,224.0,1.6513630733427465,291.0
1576,Cameron Johnson,PF,27,BRK,58,47,27.6,4.8,10.7,0.446,2.4,6.1,0.391,2.4,4.6,0.519,0.557,1.5,1.9,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1.0,1.8,13.4,2023,95,-0.1354838709677419,0.263157894736842,-0.0227272727272728,-0.3333333333333332,0.0,-0.051063829787234,-0.0321782178217822,-0.0629453681710212,8.04,1.44,2.58,31.0,26.0,52.0,48.0,99.0,85.0,36.0,49.0,0.7681159420289856,277.0,1.6513630733427465,253.0
90,Cameron McGriff,SF,24,POR,3,0,15.3,1.7,4.7,0.357,0.7,2.0,0.333,1.0,2.7,0.375,0.429,0.7,0.7,1.0,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7,2021,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.1,0.5,91.0,86.0,23.0,158.0,87.0,123.0,79.0,10.0,0.7189542483660131,382.0,0.0,0.0
91,Cameron Oliver,SF,25,ATL,2,0,21.5,5.0,7.5,0.667,0.5,1.5,0.333,4.5,6.0,0.75,0.7,1.0,1.5,0.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5,2021,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.15,0.3,29.0,48.0,73.0,97.0,38.0,2.0,79.0,103.0,0.7906976744186046,266.0,0.0,0.0
92,Cameron Payne,PG,27,PHO,58,12,22.0,4.1,10.1,0.409,1.2,3.6,0.336,2.9,6.5,0.449,0.469,1.3,1.5,0.843,0.4,2.6,3.0,4.9,0.7,0.3,1.8,2.1,10.8,2021,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.49,0.3,46.0,39.0,54.0,77.0,60.0,73.0,68.0,58.0,0.8954545454545456,144.0,1.9506409203131168,353.0
882,Cameron Payne,PG,28,PHO,48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.49,1.0,1.3,0.766,0.3,2.0,2.2,4.5,0.7,0.2,1.7,1.8,10.3,2022,98,-0.0462962962962962,-0.0816326530612245,-0.2666666666666666,0.0,-0.3333333333333332,0.0146699266503667,0.0952380952380951,-0.0913404507710556,3.0900000000000003,1.35,0.66,53.0,49.0,73.0,80.0,85.0,83.0,43.0,77.0,0.8861386138613861,152.0,1.9506409203131168,342.0
1577,Cameron Payne,PG,29,MIL,47,2,14.9,2.1,4.7,0.455,1.1,2.8,0.397,1.0,1.9,0.538,0.572,0.8,0.9,0.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2,2023,98,-0.3980582524271845,-0.4888888888888889,-0.4090909090909091,-0.2857142857142857,-0.5,0.0963855421686747,0.0788043478260869,0.0979112271540469,3.72,1.38,0.78,76.0,90.0,112.0,107.0,116.0,39.0,30.0,48.0,0.697986577181208,386.0,1.9506409203131168,300.0
1578,Cameron Payne,PG,29,PHI,31,8,19.4,3.5,8.4,0.413,1.7,4.4,0.382,1.8,4.0,0.447,0.514,0.7,0.7,0.913,0.5,1.3,1.8,3.1,0.6,0.3,1.1,1.7,9.3,2023,98,0.5,0.3478260869565219,0.3846153846153846,0.1999999999999999,2.0,-0.0923076923076924,-0.0377833753148615,0.0856123662306778,5.58,1.86,1.08,50.0,65.0,93.0,91.0,52.0,87.0,44.0,18.0,0.7783505154639176,266.0,1.9506409203131168,300.0
1579,Cameron Payne,PG,29,TOT,78,10,16.7,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4,2023,98,-0.2043010752688172,-0.1612903225806451,-0.1666666666666667,-0.1666666666666666,-0.6666666666666666,0.0460048426150121,0.0209424083769633,-0.0514786418400876,4.44,1.56,0.8999999999999999,63.0,77.0,106.0,107.0,116.0,66.0,35.0,31.0,0.7245508982035929,350.0,1.9506409203131168,300.0
93,Caris LeVert,SG,27,CLE,19,10,29.8,5.3,12.2,0.435,1.1,3.5,0.313,4.2,8.7,0.485,0.481,1.8,2.5,0.745,0.7,2.7,3.4,3.9,0.8,0.3,1.7,2.1,13.6,2021,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.39,0.34,36.0,27.0,52.0,71.0,71.0,74.0,121.0,120.0,0.7382550335570469,360.0,2.6938819573247823,511.0
94,Caris LeVert,SG,27,IND,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,2021,99,0.375,0.1282051282051284,0.1176470588235294,0.125,0.6666666666666667,0.0275862068965517,0.0319488817891373,0.0201342281879195,1.87,0.44,0.38,13.0,16.0,31.0,52.0,21.0,57.0,108.0,110.0,0.909967845659164,133.0,2.6938819573247823,511.0
95,Caris LeVert,SG,27,TOT,58,49,30.7,6.5,14.7,0.444,1.4,4.4,0.32,5.1,10.3,0.497,0.492,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17.0,2021,99,-0.0909090909090908,-0.0227272727272728,-0.026315789473684,0.0,-0.1999999999999999,-0.0067114093959731,-0.0092879256965944,-0.0052631578947368,1.7000000000000002,0.43,0.37,19.0,17.0,33.0,52.0,39.0,61.0,111.0,112.0,0.8566775244299674,183.0,2.6938819573247823,511.0
883,Caris LeVert,SG,28,CLE,74,30,30.2,4.3,10.0,0.431,1.7,4.4,0.392,2.6,5.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,2022,99,-0.288235294117647,-0.0930232558139534,0.0270270270270269,0.1111111111111111,-0.2500000000000001,-0.0292792792792793,0.2250000000000001,-0.044973544973545,3.63,1.17,1.14,39.0,23.0,28.0,28.0,67.0,95.0,46.0,118.0,0.6986754966887417,386.0,2.6938819573247823,475.0
1580,Caris LeVert,SG,29,CLE,68,10,28.8,5.1,12.1,0.421,1.6,4.9,0.325,3.5,7.2,0.486,0.487,2.3,3.0,0.766,0.6,3.5,4.1,5.1,1.1,0.5,1.7,1.8,14.0,2023,99,0.1570247933884299,0.3076923076923077,0.0789473684210526,0.1,0.6666666666666667,-0.0232018561484919,-0.1709183673469387,0.0609418282548477,8.4,3.06,2.4599999999999995,29.0,12.0,23.0,18.0,27.0,95.0,102.0,85.0,0.8611111111111113,173.0,2.6938819573247823,450.0
96,Carlik Jones,PG,24,DAL,3,0,6.3,0.0,2.3,0.0,0.0,0.3,0.0,0.0,2.0,0.0,0.0,0.7,0.7,1.0,0.3,0.7,1.0,1.7,0.3,0.0,1.0,0.0,0.7,2021,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699999999999999,0.17,0.1,150.0,104.0,132.0,128.0,155.0,155.0,155.0,20.0,0.5873015873015873,595.0,1.0408329997330663,145.0
97,Carlik Jones,PG,24,DEN,2,0,2.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021,100,0.4285714285714286,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.1,0.0,0.0,147.0,155.0,155.0,155.0,155.0,16.0,155.0,155.0,0.5,703.0,1.0408329997330663,145.0
98,Carlik Jones,PG,24,TOT,5,0,4.6,0.2,1.8,0.111,0.0,0.2,0.0,0.2,1.6,0.125,0.111,0.4,0.4,1.0,0.2,0.4,0.6,1.0,0.2,0.0,0.6,0.0,0.8,2021,100,-0.1999999999999999,0.0,0.0,0.0,0.0,-0.778,0.0,0.0,0.08,0.1,0.06,148.0,133.0,138.0,133.0,155.0,149.0,155.0,20.0,0.5652173913043479,626.0,1.0408329997330663,145.0
884,Carlik Jones,PG,25,CHI,7,0,8.0,0.9,2.1,0.4,0.4,0.9,0.5,0.4,1.3,0.333,0.5,0.7,1.1,0.625,0.1,0.6,0.7,0.9,0.3,0.0,0.3,0.3,2.9,2022,100,2.625,-0.0999999999999999,0.1666666666666667,0.4999999999999998,0.0,2.603603603603604,0.0,-0.375,0.87,0.27,0.21,116.0,127.0,129.0,119.0,135.0,101.0,4.0,113.0,0.6,535.0,1.0408329997330663,143.0
99,Carmelo Anthony,PF,37,LAL,69,3,26.0,4.6,10.5,0.441,2.2,5.8,0.375,2.5,4.7,0.521,0.544,1.9,2.3,0.83,0.9,3.3,4.2,1.0,0.7,0.8,0.9,2.4,13.3,2021,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.1,0.42,26.0,74.0,69.0,47.0,29.0,100.0,36.0,30.0,0.7692307692307693,303.0,0.0,0.0
100,Carsen Edwards,SG,23,DET,4,0,19.8,2.3,7.5,0.3,1.0,4.0,0.25,1.3,3.5,0.357,0.367,0.3,0.3,1.0,0.5,1.0,1.5,3.5,0.5,0.0,1.3,1.0,5.8,2021,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.35,0.15,110.0,33.0,148.0,131.0,199.0,169.0,157.0,12.0,0.5707070707070707,618.0,0.0,0.0
1581,Cason Wallace,SG,20,OKC,82,13,20.6,2.6,5.4,0.491,1.2,2.9,0.419,1.5,2.5,0.572,0.602,0.4,0.5,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,2023,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.8999999999999999,1.38,72.0,73.0,67.0,36.0,27.0,22.0,16.0,77.0,0.5825242718446603,564.0,0.0,0.0
101,Cassius Stanley,SG,22,DET,9,1,17.2,2.1,5.1,0.413,0.4,1.9,0.235,1.7,3.2,0.517,0.457,1.1,1.1,1.0,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8,2021,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.04,0.21,110.0,167.0,109.0,101.0,112.0,100.0,160.0,12.0,0.5290697674418605,670.0,0.0,0.0
102,Cassius Winston,PG,23,WAS,7,0,5.6,0.6,1.6,0.364,0.3,0.9,0.333,0.3,0.7,0.4,0.455,0.6,0.6,1.0,0.0,0.1,0.1,1.0,0.0,0.0,0.4,1.3,2.0,2021,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.01,136.0,133.0,144.0,155.0,155.0,112.0,71.0,20.0,0.5535714285714286,645.0,0.0,0.0
103,Cat Barber,PG,27,ATL,3,0,4.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0,2021,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,155.0,133.0,132.0,155.0,155.0,155.0,155.0,155.0,0.4651162790697674,729.0,0.0,0.0
104,Cedi Osman,SF,26,CLE,66,3,22.2,3.7,8.7,0.432,1.9,5.4,0.357,1.8,3.2,0.559,0.544,1.3,2.0,0.664,0.4,1.8,2.2,2.0,0.8,0.2,1.0,1.9,10.7,2021,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.2,0.22,34.0,36.0,96.0,46.0,104.0,72.0,52.0,104.0,0.7162162162162162,385.0,1.9502136635080096,352.0
885,Cedi Osman,SF,27,CLE,77,2,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.6,2.8,0.564,0.56,1.0,1.4,0.694,0.3,2.0,2.3,1.5,0.5,0.1,0.7,1.6,8.7,2022,107,-0.1869158878504673,-0.25,0.0454545454545451,-0.375,-0.5,0.0439814814814816,0.0420168067226891,0.0451807228915661,2.61,0.4499999999999999,0.69,55.0,51.0,85.0,80.0,103.0,63.0,46.0,93.0,0.6517412935323382,462.0,1.9502136635080096,341.0
1582,Cedi Osman,SF,28,SAS,72,3,17.6,2.6,5.3,0.479,1.2,3.1,0.389,1.4,2.3,0.601,0.591,0.5,0.7,0.673,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.8,2023,107,-0.2183908045977011,0.1333333333333333,0.0869565217391306,0.0,1.0,0.0620842572062083,0.0456989247311827,-0.0302593659942361,4.08,1.02,1.5,67.0,47.0,81.0,92.0,96.0,45.0,34.0,113.0,0.6647727272727272,441.0,1.9502136635080096,297.0
