Unnamed: 0,rk,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,season,pts_improvement,ast_improvement,trb_improvement,stl_improvement,blk_improvement,fg%_improvement,3p%_improvement,ft%_improvement,weighted_pts,weighted_ast,weighted_trb,pts_positional_rank,ast_positional_rank,trb_positional_rank,stl_positional_rank,blk_positional_rank,fg%_positional_rank,3p%_positional_rank,ft%_positional_rank,efficiency,efficiency_rank,consistency_score,consistency_rank
1252,174,A.J. Green,SG,23,MIL,35,1,9.9,1.5,3.6,0.424,1.3,3.0,0.419,0.3,0.6,0.45,0.6,0.1,0.1,1.0,0.2,1.1,1.3,0.6,0.2,0.0,0.3,0.9,4.4,2023,,,,,,,,,1.32,0.18,0.39,125.0,135.0,137.0,153.0,168.0,99.0,24.0,14.0,0.6565656565656566,451.0,0.0707106781186545,654.0
2175,183,A.J. Green,SG,24,MIL,56,0,11.0,1.5,3.5,0.423,1.2,3.0,0.408,0.3,0.5,0.519,0.599,0.3,0.3,0.895,0.2,1.0,1.1,0.5,0.2,0.1,0.2,0.9,4.5,2024,0.022727272727272707,-0.16666666666666663,-0.15384615384615385,0.0,,-0.002358490566037763,-0.026252983293556076,-0.10499999999999998,2.6999999999999997,0.3,0.66,100.0,140.0,127.0,134.0,130.0,93.0,24.0,23.0,0.5818181818181818,565.0,0.0707106781186545,634.0
1392,284,A.J. Lawson,SG,22,DAL,14,0,7.6,1.5,3.1,0.488,0.7,1.8,0.4,0.8,1.3,0.611,0.605,0.1,0.6,0.25,0.4,1.0,1.4,0.1,0.1,0.0,0.2,0.7,3.9,2023,,,,,,,,,1.17,0.03,0.42,128.0,160.0,131.0,159.0,168.0,28.0,39.0,153.0,0.7236842105263158,343.0,0.8524474568362947,557.0
1391,284,A.J. Lawson,SG,22,MIN,1,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2023,-0.4871794871794871,-1.0,-0.2857142857142857,-1.0,,1.0491803278688523,-1.0,-1.0,0.6,0.0,0.3,155.0,168.0,150.0,168.0,168.0,1.0,168.0,168.0,1.5,4.0,0.8524474568362947,557.0
1390,284,A.J. Lawson,SG,22,TOT,15,0,7.2,1.5,2.9,0.5,0.7,1.7,0.4,0.8,1.3,0.632,0.614,0.1,0.5,0.25,0.4,1.0,1.4,0.1,0.1,0.0,0.2,0.7,3.7,2023,0.8500000000000001,,0.3999999999999999,,,-0.5,,,1.11,0.03,0.42,131.0,160.0,131.0,159.0,168.0,20.0,39.0,153.0,0.736111111111111,320.0,0.8524474568362947,557.0
2292,290,A.J. Lawson,SG,23,DAL,42,0,7.4,1.3,2.9,0.446,0.3,1.2,0.26,1.0,1.7,0.577,0.5,0.4,0.5,0.652,0.3,0.9,1.2,0.5,0.2,0.1,0.3,0.5,3.2,2024,-0.1351351351351351,4.0,-0.1428571428571428,1.0,,-0.10799999999999998,-0.35,1.608,1.92,0.3,0.72,116.0,140.0,125.0,134.0,130.0,59.0,119.0,118.0,0.7027027027027027,376.0,0.8524474568362947,548.0
1262,182,AJ Griffin,SF,19,ATL,72,12,19.5,3.4,7.4,0.465,1.4,3.6,0.39,2.0,3.8,0.536,0.56,0.6,0.7,0.894,0.5,1.6,2.1,1.0,0.6,0.2,0.6,1.2,8.9,2023,,,,,,,,,2.67,0.3,0.63,52.0,80.0,93.0,59.0,86.0,52.0,33.0,12.0,0.6564102564102564,452.0,4.59619407771256,27.0
2182,190,AJ Griffin,SF,20,ATL,20,0,8.6,0.9,3.1,0.29,0.5,2.0,0.256,0.4,1.2,0.348,0.371,0.1,0.1,1.0,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4,2024,-0.7303370786516854,-0.7,-0.5714285714285714,-0.8333333333333333,-0.5,-0.3763440860215055,-0.3435897435897436,0.11856823266219241,1.44,0.18,0.54,125.0,142.0,139.0,144.0,130.0,144.0,128.0,12.0,0.4418604651162791,692.0,4.59619407771256,31.0
260,198,Aaron Gordon,PF,26,DEN,75,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,2022,,,,,,,,,1.5,0.25,0.5900000000000001,21.0,15.0,26.0,58.0,45.0,39.0,63.0,68.0,0.77602523659306,285.0,1.2013880860626733,518.0
1243,169,Aaron Gordon,PF,27,DEN,68,68,30.2,6.3,11.2,0.564,0.9,2.5,0.347,5.4,8.6,0.628,0.603,2.8,4.6,0.608,2.4,4.1,6.6,3.0,0.8,0.8,1.4,1.9,16.3,2023,0.08666666666666667,0.19999999999999996,0.11864406779661008,0.3333333333333335,0.3333333333333335,0.08461538461538454,0.035820895522387985,-0.18169582772543746,4.89,0.8999999999999999,1.9799999999999998,13.0,14.0,20.0,33.0,19.0,12.0,57.0,98.0,0.9105960264900662,123.0,1.2013880860626733,480.0
2170,178,Aaron Gordon,PF,28,DEN,73,73,31.5,5.5,9.8,0.556,0.5,1.9,0.29,4.9,7.9,0.619,0.584,2.4,3.7,0.658,2.4,4.1,6.5,3.5,0.8,0.6,1.4,1.9,13.9,2024,-0.14723926380368102,0.16666666666666674,-0.015151515151515138,0.0,-0.2500000000000001,-0.014184397163120366,-0.1642651296829971,0.08223684210526327,8.34,2.1,3.9,25.0,18.0,22.0,48.0,51.0,21.0,106.0,107.0,0.8031746031746032,240.0,1.2013880860626733,491.0
303,233,Aaron Henry,SF,22,PHI,6,0,2.8,0.2,0.8,0.2,0.0,0.2,0.0,0.2,0.7,0.25,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.3,0.3,0.3,0.3,2022,,,,,,,,,0.03,0.0,0.020000000000000004,150.0,158.0,153.0,158.0,87.0,146.0,158.0,158.0,0.28571428571428575,793.0,,
323,244,Aaron Holiday,PG,25,PHO,22,1,16.3,2.3,5.6,0.411,0.7,1.6,0.444,1.6,4.0,0.398,0.476,1.4,1.5,0.939,0.7,1.8,2.5,3.4,0.8,0.0,1.3,1.5,6.8,2022,,,,,,,,,0.68,0.34,0.25,75.0,66.0,67.0,63.0,155.0,72.0,6.0,24.0,0.8282208588957055,215.0,1.171750826754562,523.0
321,244,Aaron Holiday,PG,25,TOT,63,15,16.2,2.4,5.4,0.447,0.6,1.6,0.379,1.8,3.7,0.477,0.504,0.9,1.1,0.868,0.4,1.6,1.9,2.4,0.7,0.1,1.1,1.5,6.3,2022,-0.07352941176470584,-0.2941176470588235,-0.24,-0.1250000000000001,,0.08759124087591252,-0.14639639639639634,-0.07561235356762508,0.63,0.24,0.19,81.0,83.0,88.0,77.0,109.0,42.0,37.0,44.0,0.7037037037037036,403.0,1.171750826754562,523.0
322,244,Aaron Holiday,PG,25,WAS,41,14,16.2,2.4,5.2,0.467,0.6,1.6,0.343,1.9,3.6,0.524,0.521,0.7,0.9,0.8,0.2,1.4,1.6,1.9,0.6,0.2,1.0,1.5,6.1,2022,-0.031746031746031744,-0.20833333333333337,-0.1578947368421052,-0.1428571428571428,1.0,0.044742729306487705,-0.09498680738786269,-0.07834101382488479,0.61,0.19,0.16000000000000003,84.0,97.0,103.0,88.0,90.0,31.0,60.0,77.0,0.6419753086419753,502.0,1.171750826754562,523.0
1301,213,Aaron Holiday,PG,26,ATL,63,6,13.4,1.5,3.5,0.418,0.6,1.4,0.409,0.9,2.1,0.424,0.5,0.4,0.5,0.844,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,3.9,2023,-0.360655737704918,-0.26315789473684215,-0.2500000000000001,0.0,0.0,-0.1049250535331907,0.19241982507288613,0.05499999999999994,1.17,0.42,0.36,105.0,106.0,114.0,93.0,85.0,77.0,17.0,41.0,0.5447761194029851,595.0,1.171750826754562,485.0
2219,221,Aaron Holiday,PG,27,HOU,78,1,16.3,2.4,5.3,0.446,1.1,2.8,0.387,1.3,2.6,0.51,0.547,0.7,0.8,0.921,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,2024,0.6923076923076923,0.2857142857142858,0.3333333333333335,-0.16666666666666663,-0.5,0.06698564593301448,-0.05378973105134466,0.09123222748815185,3.9599999999999995,1.08,0.96,71.0,103.0,101.0,107.0,116.0,51.0,38.0,13.0,0.6503067484662576,464.0,1.171750826754562,494.0
548,406,Aaron Nesmith,SF,22,BOS,52,3,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,2022,,,,,,,,,0.38,0.04000000000000001,0.17,106.0,126.0,116.0,107.0,129.0,105.0,114.0,45.0,0.5818181818181819,602.0,4.371498598878879,39.0
1482,358,Aaron Nesmith,SF,23,IND,73,60,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,2023,1.6578947368421053,2.25,1.2352941176470589,1.0,4.0,0.07828282828282829,0.3555555555555554,0.03712871287128694,3.03,0.39,1.14,40.0,64.0,44.0,35.0,22.0,88.0,50.0,37.0,0.6626506024096386,446.0,4.371498598878879,39.0
2408,372,Aaron Nesmith,SF,24,IND,72,47,27.7,4.4,8.8,0.496,1.9,4.6,0.419,2.4,4.2,0.581,0.606,1.5,1.9,0.781,0.9,2.9,3.8,1.5,0.9,0.7,0.9,3.3,12.2,2024,0.20792079207920788,0.15384615384615374,0.0,0.125,0.3999999999999999,0.1615925058548009,0.14480874316939896,-0.06801909307875886,7.319999999999999,0.8999999999999999,2.28,34.0,59.0,43.0,40.0,16.0,25.0,14.0,69.0,0.6895306859205775,403.0,4.371498598878879,41.0
781,581,Aaron Wiggins,SG,23,OKC,50,35,24.2,3.1,6.7,0.463,0.8,2.8,0.304,2.3,4.0,0.573,0.525,1.2,1.7,0.729,1.0,2.5,3.6,1.4,0.6,0.2,1.1,1.9,8.3,2022,,,,,,,,,0.8300000000000001,0.13999999999999999,0.36000000000000004,82.0,100.0,36.0,101.0,112.0,37.0,132.0,126.0,0.5826446280991736,600.0,0.8386497083606089,588.0
1678,512,Aaron Wiggins,SG,24,OKC,70,14,18.5,2.7,5.2,0.512,0.7,1.7,0.393,2.0,3.4,0.573,0.579,0.8,1.0,0.831,1.0,2.0,3.0,1.1,0.6,0.2,0.8,1.6,6.8,2023,-0.1807228915662652,-0.2142857142857142,-0.16666666666666674,0.0,0.0,0.10583153347732188,0.29276315789473695,0.13991769547325106,2.04,0.33,0.8999999999999999,91.0,108.0,56.0,90.0,97.0,15.0,45.0,58.0,0.6324324324324324,493.0,0.8386497083606089,560.0
2622,544,Aaron Wiggins,SG,25,OKC,78,4,15.7,2.7,4.8,0.562,0.8,1.6,0.492,1.9,3.2,0.598,0.645,0.7,0.9,0.789,0.8,1.6,2.4,1.1,0.7,0.2,0.7,1.2,6.9,2024,0.014705882352941346,0.0,-0.20000000000000007,0.16666666666666674,0.0,0.09765625,0.25190839694656475,-0.050541516245487306,4.14,0.66,1.44,70.0,99.0,63.0,58.0,90.0,3.0,5.0,75.0,0.7197452229299363,354.0,0.8386497083606089,551.0
543,403,Abdel Nader,SF,28,PHO,14,0,10.4,0.9,2.5,0.343,0.3,1.0,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,2022,,,,,,,,,0.24,0.05,0.19,127.0,118.0,106.0,71.0,87.0,129.0,109.0,114.0,0.548076923076923,651.0,,
2119,149,Adam Flagler,SG,24,OKC,2,0,7.0,0.5,3.5,0.143,0.5,3.0,0.167,0.0,0.5,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,2024,,,,,,,,,0.8999999999999999,1.2,0.0,140.0,53.0,154.0,154.0,154.0,150.0,133.0,154.0,0.5,662.0,,
2505,447,Adama Sanogo,PF,21,CHI,9,0,7.3,1.6,3.0,0.519,0.0,0.0,0.0,1.6,3.0,0.519,0.519,0.9,1.3,0.667,2.1,1.9,4.0,0.0,0.1,0.0,0.6,0.6,4.0,2024,,,,,,,,,2.4,0.0,2.4,104.0,147.0,62.0,140.0,147.0,36.0,147.0,106.0,1.1095890410958904,33.0,,
538,398,Ade Murkey,SG,24,SAC,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,,,,,,,,,0.0,0.0,0.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,0.0,812.0,,
656,492,Admiral Schofield,SF,24,ORL,38,1,12.3,1.4,3.4,0.419,0.7,2.1,0.329,0.7,1.3,0.56,0.519,0.3,0.4,0.8,0.4,1.9,2.3,0.7,0.1,0.1,0.6,1.5,3.8,2022,,,,,,,,,0.38,0.06999999999999999,0.22999999999999998,106.0,106.0,95.0,136.0,129.0,79.0,83.0,50.0,0.5691056910569104,620.0,1.686218649325565,389.0
1585,433,Admiral Schofield,PF,25,ORL,37,0,12.2,1.5,3.3,0.451,0.6,2.0,0.324,0.8,1.3,0.646,0.549,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,2023,0.10526315789473695,0.14285714285714302,-0.26086956521739124,1.0,0.0,0.07637231503579955,-0.015197568389057725,0.14124999999999988,1.26,0.24,0.51,89.0,87.0,103.0,106.0,110.0,72.0,73.0,13.0,0.5737704918032788,560.0,1.686218649325565,356.0
2510,452,Admiral Schofield,PF,26,ORL,23,0,3.7,0.4,1.1,0.385,0.3,0.7,0.375,0.2,0.4,0.4,0.5,0.0,0.1,0.0,0.1,0.6,0.7,0.3,0.0,0.0,0.2,0.4,1.1,2024,-0.7380952380952381,-0.625,-0.5882352941176471,-1.0,-1.0,-0.14634146341463417,0.15740740740740744,-1.0,0.66,0.18,0.42,137.0,138.0,137.0,147.0,147.0,125.0,51.0,147.0,0.5675675675675675,583.0,1.686218649325565,377.0
124,99,Ahmad Caver,PG,25,IND,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2022,,,,,,,,,0.2,0.0,0.0,136.0,155.0,155.0,155.0,155.0,3.0,155.0,155.0,2.0,1.0,,
333,250,Al Horford,C,35,BOS,69,69,29.1,3.9,8.2,0.467,1.3,3.8,0.336,2.6,4.4,0.582,0.546,1.2,1.4,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,2022,,,,,,,,,1.02,0.34,0.77,31.0,8.0,29.0,37.0,15.0,103.0,35.0,9.0,0.8006872852233676,248.0,0.8326663997864531,590.0
1307,217,Al Horford,C,36,BOS,63,63,30.5,3.6,7.6,0.476,2.3,5.2,0.446,1.3,2.4,0.539,0.627,0.2,0.3,0.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,1.9,9.8,2023,-0.039215686274509665,-0.11764705882352944,-0.19480519480519476,-0.2857142857142857,-0.23076923076923084,0.01927194860813697,0.32738095238095233,-0.15201900237529697,2.94,0.8999999999999999,1.8599999999999999,40.0,12.0,47.0,51.0,31.0,109.0,16.0,62.0,0.6721311475409836,428.0,0.8326663997864531,562.0
2227,227,Al Horford,C,37,BOS,65,33,26.8,3.3,6.4,0.511,1.7,4.0,0.419,1.6,2.5,0.658,0.64,0.4,0.5,0.867,1.3,5.1,6.4,2.6,0.6,1.0,0.7,1.4,8.6,2024,-0.12244897959183687,-0.1333333333333333,0.032258064516129004,0.19999999999999996,0.0,0.07352941176470584,-0.060538116591928315,0.2142857142857144,5.159999999999999,1.56,3.84,41.0,15.0,35.0,40.0,34.0,79.0,7.0,10.0,0.7164179104477613,357.0,0.8326663997864531,553.0
104,85,Alec Burks,SG,30,NYK,81,44,28.6,3.5,9.0,0.391,1.9,4.8,0.404,1.6,4.2,0.378,0.499,2.7,3.3,0.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,2.7,11.7,2022,,,,,,,,,1.17,0.30000000000000004,0.49000000000000005,49.0,38.0,8.0,37.0,71.0,129.0,28.0,76.0,0.7307692307692308,367.0,2.583602136552763,207.0
1126,72,Alec Burks,SG,31,DET,51,8,22.0,3.9,9.0,0.436,1.9,4.7,0.414,2.0,4.3,0.459,0.544,3.0,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8,2023,0.09401709401709413,-0.2666666666666666,-0.3673469387755103,-0.30000000000000004,-0.33333333333333326,0.11508951406649603,0.024752475247524552,-0.009732360097323589,3.84,0.66,0.9299999999999999,34.0,54.0,48.0,71.0,97.0,84.0,26.0,68.0,0.8636363636363636,173.0,2.583602136552763,203.0
2039,80,Alec Burks,SG,32,DET,43,0,21.0,3.7,9.4,0.394,2.3,5.7,0.401,1.4,3.7,0.384,0.516,2.8,3.1,0.903,0.4,2.2,2.6,1.6,0.5,0.3,0.7,1.5,12.6,2024,-0.01562500000000011,-0.2727272727272727,-0.16129032258064513,-0.2857142857142857,0.4999999999999998,-0.09633027522935778,-0.0314009661835748,0.10933660933660949,7.56,0.96,1.56,34.0,65.0,57.0,92.0,67.0,112.0,30.0,20.0,0.8380952380952381,196.0,2.583602136552763,204.0
2040,80,Alec Burks,SG,32,NYK,23,1,13.5,2.2,7.1,0.307,1.1,3.6,0.301,1.1,3.5,0.313,0.383,1.0,1.4,0.727,0.3,1.4,1.7,0.9,0.3,0.0,0.7,0.5,6.5,2024,-0.4841269841269841,-0.4375,-0.34615384615384615,-0.4,-1.0,-0.2208121827411168,-0.2493765586034914,-0.19490586932447407,3.9,0.54,1.02,76.0,113.0,97.0,118.0,154.0,143.0,108.0,105.0,0.6962962962962963,391.0,2.583602136552763,204.0
2038,80,Alec Burks,SG,32,TOT,66,1,18.4,3.2,8.6,0.369,1.9,5.0,0.376,1.3,3.6,0.36,0.478,2.2,2.5,0.868,0.4,1.9,2.3,1.3,0.4,0.2,0.7,1.1,10.4,2024,0.6000000000000001,0.4444444444444444,0.3529411764705881,0.3333333333333335,,0.2019543973941369,0.2491694352159468,0.19394773039889968,6.24,0.78,1.38,43.0,86.0,67.0,102.0,90.0,129.0,53.0,32.0,0.7934782608695653,252.0,2.583602136552763,204.0
227,172,Aleem Ford,SF,24,ORL,5,0,14.8,1.2,4.0,0.3,0.4,3.0,0.133,0.8,1.0,0.8,0.35,0.0,0.0,0.0,0.4,2.6,3.0,0.4,0.2,0.0,0.8,1.4,2.8,2022,,,,,,,,,0.27999999999999997,0.04000000000000001,0.30000000000000004,121.0,126.0,73.0,128.0,158.0,140.0,137.0,158.0,0.4324324324324324,753.0,,
594,448,Aleksej Pokusevski,PF,20,OKC,61,12,20.2,3.0,7.5,0.408,0.9,3.2,0.289,2.1,4.2,0.498,0.47,0.6,0.8,0.7,1.2,4.0,5.2,2.1,0.6,0.6,1.5,1.4,7.6,2022,,,,,,,,,0.76,0.21000000000000002,0.52,62.0,27.0,44.0,58.0,45.0,120.0,94.0,88.0,0.797029702970297,253.0,2.853068523537421,147.0
1525,387,Aleksej Pokusevski,PF,21,OKC,34,25,20.6,3.2,7.3,0.434,1.1,3.1,0.365,2.1,4.3,0.483,0.51,0.6,1.0,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,2023,0.06578947368421062,-0.09523809523809534,-0.09615384615384615,0.0,1.166666666666667,0.06372549019607843,0.26297577854671284,-0.10142857142857131,2.4299999999999997,0.57,1.41,50.0,32.0,44.0,53.0,3.0,84.0,44.0,94.0,0.8058252427184465,237.0,2.853068523537421,149.0
2452,402,Aleksej Pokusevski,PF,22,CHO,18,0,19.2,2.5,5.8,0.429,0.9,2.4,0.364,1.6,3.4,0.475,0.505,1.6,2.1,0.757,0.8,3.6,4.4,1.7,0.8,0.7,0.9,0.9,7.4,2024,-0.08641975308641969,-0.10526315789473684,-0.06382978723404253,0.3333333333333335,-0.46153846153846156,-0.011520737327188946,-0.002739726027397249,0.20349761526232113,4.44,1.02,2.64,60.0,45.0,50.0,48.0,38.0,101.0,59.0,66.0,0.78125,261.0,2.853068523537421,162.0
2451,402,Aleksej Pokusevski,PF,22,OKC,10,0,6.0,0.4,1.6,0.25,0.2,1.1,0.182,0.2,0.5,0.4,0.313,0.2,0.4,0.5,0.2,0.8,1.0,0.5,0.1,0.1,0.3,0.5,1.2,2024,-0.8378378378378378,-0.7058823529411764,-0.7727272727272727,-0.875,-0.8571428571428571,-0.4172494172494172,-0.5,-0.3394980184940555,0.72,0.3,0.6,135.0,128.0,134.0,140.0,136.0,140.0,125.0,125.0,0.4833333333333334,674.0,2.853068523537421,162.0
2450,402,Aleksej Pokusevski,PF,22,TOT,28,0,14.5,1.8,4.3,0.405,0.6,2.0,0.327,1.1,2.4,0.47,0.479,1.1,1.5,0.732,0.6,2.6,3.2,1.3,0.5,0.5,0.7,0.8,5.2,2024,3.333333333333334,1.6,2.2,4.0,4.0,0.6200000000000001,0.7967032967032968,0.46399999999999997,3.12,0.78,1.92,87.0,61.0,81.0,86.0,67.0,114.0,86.0,78.0,0.7379310344827585,333.0,2.853068523537421,162.0
120,97,Alex Caruso,SG,27,CHI,41,18,28.0,2.5,6.2,0.398,1.0,3.1,0.333,1.5,3.2,0.462,0.48,1.4,1.8,0.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4,2022,,,,,,,,,0.7400000000000001,0.4,0.36000000000000004,90.0,23.0,36.0,4.0,39.0,121.0,101.0,97.0,0.6107142857142857,556.0,2.264950330581225,272.0
1140,86,Alex Caruso,PG,28,CHI,67,36,23.5,1.9,4.3,0.455,0.8,2.3,0.364,1.1,2.0,0.556,0.551,0.9,1.1,0.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,2.4,5.6,2023,-0.2432432432432433,-0.275,-0.19444444444444453,-0.11764705882352944,0.7499999999999998,0.14321608040200995,0.0930930930930931,0.01635220125786163,1.68,0.87,0.87,90.0,69.0,56.0,10.0,5.0,39.0,50.0,63.0,0.5787234042553191,554.0,2.264950330581225,261.0
2050,90,Alex Caruso,SG,29,CHI,71,57,28.7,3.6,7.6,0.468,1.9,4.7,0.408,1.6,2.9,0.563,0.593,1.0,1.4,0.76,0.9,3.0,3.8,3.5,1.7,1.0,1.4,2.5,10.1,2024,0.8035714285714286,0.2068965517241379,0.31034482758620685,0.1333333333333333,0.4285714285714286,0.028571428571428692,0.1208791208791209,-0.05940594059405946,6.06,2.1,2.28,46.0,26.0,27.0,2.0,3.0,37.0,24.0,89.0,0.700348432055749,384.0,2.264950330581225,273.0
2136,157,Alex Fudge,SF,20,DAL,2,0,13.0,2.5,4.5,0.556,0.5,1.5,0.333,2.0,3.0,0.667,0.611,0.0,0.0,0.0,1.0,0.5,1.5,0.0,1.5,0.0,0.5,0.5,5.5,2024,,,,,,,,,3.3,0.0,0.8999999999999999,77.0,155.0,116.0,4.0,155.0,8.0,91.0,155.0,0.6538461538461539,455.0,2.29128784747792,268.0
2135,157,Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,0.167,0.0,0.5,0.0,0.3,1.0,0.25,0.167,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0,2024,-0.8181818181818181,,-0.6666666666666667,-1.0,,-0.6996402877697843,-1.0,,0.6,0.0,0.3,149.0,155.0,149.0,155.0,155.0,152.0,155.0,12.0,0.42857142857142855,696.0,2.29128784747792,268.0
2134,157,Alex Fudge,SF,20,TOT,6,0,6.7,1.0,2.5,0.4,0.2,0.8,0.2,0.8,1.7,0.5,0.433,0.3,0.3,1.0,0.7,0.2,0.8,0.0,0.5,0.0,0.3,0.3,2.5,2024,1.5,,0.6000000000000001,,,1.3952095808383231,,0.0,1.5,0.0,0.48,124.0,155.0,143.0,92.0,155.0,115.0,140.0,12.0,0.5671641791044776,584.0,2.29128784747792,268.0
446,328,Alex Len,C,28,SAC,39,10,15.9,2.4,4.5,0.534,0.2,0.5,0.286,2.3,4.0,0.568,0.551,1.1,1.6,0.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6.0,2022,,,,,,,,,0.6000000000000001,0.12,0.41,76.0,48.0,83.0,101.0,72.0,66.0,57.0,79.0,0.7672955974842768,306.0,2.2869193252058544,269.0
1397,287,Alex Len,C,29,SAC,26,2,6.2,0.6,1.2,0.533,0.0,0.1,0.0,0.6,1.1,0.571,0.533,0.4,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,2023,-0.7166666666666667,-0.5833333333333333,-0.4390243902439024,-0.33333333333333326,-0.33333333333333326,-0.0018726591760299671,-1.0,0.05683563748079856,0.51,0.15,0.69,123.0,102.0,112.0,108.0,101.0,74.0,129.0,76.0,0.8225806451612904,214.0,2.2869193252058544,258.0
2294,292,Alex Len,C,30,SAC,48,0,9.3,1.0,1.7,0.617,0.0,0.1,0.0,1.0,1.6,0.641,0.617,0.4,0.7,0.588,1.0,1.7,2.7,1.0,0.2,0.7,0.6,1.4,2.5,2024,0.47058823529411775,1.0,0.17391304347826098,0.0,0.7499999999999998,0.1575984990619137,,-0.14534883720930225,1.5,0.6,1.62,99.0,68.0,92.0,99.0,57.0,26.0,119.0,90.0,0.7634408602150538,284.0,2.2869193252058544,270.0
500,370,Alfonzo McKinnie,SF,29,CHI,17,3,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.9,2.0,0.441,0.467,0.1,0.5,0.25,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,2022,,,,,,,,,0.35000000000000003,0.03,0.19,109.0,136.0,106.0,136.0,104.0,109.0,79.0,134.0,0.4958677685950413,706.0,,
374,279,Alize Johnson,PF,25,CHI,16,0,7.6,0.8,1.4,0.522,0.0,0.1,0.0,0.8,1.3,0.571,0.522,0.3,0.4,0.571,1.0,1.3,2.3,0.5,0.2,0.0,0.5,0.9,1.8,2022,,,,,,,,,0.18000000000000002,0.05,0.22999999999999998,136.0,122.0,123.0,128.0,152.0,38.0,152.0,120.0,0.631578947368421,527.0,0.3535533905932736,660.0
376,279,Alize Johnson,PF,25,NOP,4,0,7.0,0.8,2.5,0.3,0.0,0.0,0.0,0.8,2.5,0.3,0.3,0.8,1.0,0.75,1.8,1.5,3.3,0.3,0.5,0.0,0.3,0.8,2.3,2022,0.2777777777777777,-0.4,0.4347826086956521,1.5,,-0.4252873563218391,,0.3134851138353767,0.22999999999999998,0.03,0.33,129.0,138.0,96.0,75.0,152.0,139.0,152.0,64.0,0.9142857142857143,129.0,0.3535533905932736,660.0
373,279,Alize Johnson,PF,25,TOT,23,0,7.3,0.7,1.7,0.436,0.0,0.2,0.0,0.7,1.5,0.486,0.436,0.3,0.5,0.583,1.2,1.4,2.7,0.4,0.2,0.0,0.5,0.8,1.8,2022,-0.21739130434782605,0.3333333333333335,-0.18181818181818177,-0.6,,0.45333333333333337,,-0.22266666666666668,0.18000000000000002,0.04000000000000001,0.27,136.0,127.0,110.0,128.0,152.0,103.0,152.0,118.0,0.6986301369863015,412.0,0.3535533905932736,660.0
