Unnamed: 0,rk,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,season
1237,163,Josh Giddey,SG,20,OKC,76,76,31.1,7.1,14.7,0.482,1.0,3.1,0.325,6.1,11.6,0.524,0.516,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,2022-2023 Regular
1261,181,Josh Green,SG,22,DAL,60,21,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.2,2.6,9.1,2022-2023 Regular
1285,199,Josh Hart,SG,27,NYK,25,1,30.0,3.7,6.3,0.586,1.1,2.1,0.519,2.6,4.2,0.619,0.672,1.8,2.3,0.789,1.9,5.2,7.0,3.6,1.4,0.5,1.5,2.5,10.2,2022-2023 Regular
1284,199,Josh Hart,SF,27,POR,51,51,33.4,3.6,7.1,0.504,0.7,2.2,0.304,2.9,4.9,0.594,0.551,1.7,2.3,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5,2022-2023 Regular
1283,199,Josh Hart,SF-SG,27,TOT,76,52,32.3,3.6,6.8,0.529,0.8,2.2,0.372,2.8,4.7,0.601,0.588,1.7,2.3,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.8,2022-2023 Regular
1454,336,Josh Minott,SF,20,MIN,15,0,6.4,1.2,2.4,0.5,0.1,0.4,0.333,1.1,2.0,0.533,0.528,0.5,0.5,1.0,0.3,1.3,1.7,0.3,0.3,0.4,0.2,0.7,3.1,2022-2023 Regular
1501,371,Josh Okogie,SG,24,PHO,72,26,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3.0,0.442,0.471,1.9,2.7,0.724,1.5,2.0,3.5,1.5,0.8,0.5,0.9,1.6,7.3,2022-2023 Regular
1557,413,Josh Richardson,SG,29,NOP,23,4,23.2,2.7,6.4,0.419,1.4,3.7,0.384,1.3,2.7,0.468,0.53,0.7,0.9,0.762,0.5,2.0,2.4,1.6,1.3,0.4,1.0,2.0,7.5,2022-2023 Regular
1556,413,Josh Richardson,SG,29,SAS,42,6,23.7,4.2,9.7,0.436,1.8,4.9,0.357,2.5,4.7,0.518,0.527,1.3,1.4,0.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5,2022-2023 Regular
1555,413,Josh Richardson,SG,29,TOT,65,10,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2.0,4.0,0.506,0.528,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,2022-2023 Regular
1536,398,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3.0,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,2022-2023 Regular
1302,214,Jrue Holiday,PG,32,MIL,67,65,32.6,7.3,15.3,0.479,2.4,6.1,0.384,5.0,9.1,0.542,0.556,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,2022-2023 Regular
1636,477,Juan Toscano-Anderson,SF,29,LAL,30,7,12.2,1.1,2.2,0.5,0.1,0.7,0.2,1.0,1.5,0.63,0.53,0.4,0.5,0.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7,2022-2023 Regular
1635,477,Juan Toscano-Anderson,SF,29,TOT,52,9,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.476,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3.0,2022-2023 Regular
1637,477,Juan Toscano-Anderson,SF,29,UTA,22,2,15.2,1.4,3.5,0.403,0.2,1.0,0.174,1.2,2.5,0.5,0.429,0.4,0.4,0.889,0.6,2.2,2.9,1.8,0.3,0.1,0.8,1.5,3.4,2022-2023 Regular
1292,206,Juancho Hernangómez,PF,27,TOR,42,10,14.6,1.1,2.7,0.421,0.4,1.6,0.254,0.7,1.1,0.66,0.496,0.2,0.4,0.563,0.6,2.3,2.9,0.6,0.4,0.1,0.4,1.0,2.9,2022-2023 Regular
1142,87,Julian Champagnie,SF,21,PHI,2,0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2022-2023 Regular
1143,87,Julian Champagnie,SF,21,SAS,15,3,20.9,3.9,8.5,0.461,2.2,5.4,0.407,1.7,3.1,0.553,0.59,0.9,1.1,0.824,0.7,3.3,4.0,0.7,0.3,0.3,0.7,1.7,11.0,2022-2023 Regular
1141,87,Julian Champagnie,SF,21,TOT,17,3,18.8,3.5,7.6,0.454,1.9,4.8,0.402,1.5,2.8,0.542,0.581,0.8,1.0,0.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5,9.7,2022-2023 Regular
1543,405,Julius Randle,PF,28,NYK,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,2022-2023 Regular
1146,88,Justin Champagnie,SF,21,BOS,2,0,11.5,1.0,6.0,0.167,0.5,2.5,0.2,0.5,3.5,0.143,0.208,0.0,0.0,0.0,1.0,1.0,2.0,1.5,0.5,0.0,0.0,0.5,2.5,2022-2023 Regular
1145,88,Justin Champagnie,SF,21,TOR,3,0,3.7,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0,2022-2023 Regular
1144,88,Justin Champagnie,SF,21,TOT,5,0,6.8,1.0,3.0,0.333,0.2,1.0,0.2,0.8,2.0,0.4,0.367,0.0,0.0,0.0,0.6,1.0,1.6,0.8,0.2,0.0,0.0,0.4,2.2,2022-2023 Regular
1304,215,Justin Holiday,SG,33,ATL,28,0,14.7,1.7,4.5,0.384,1.1,3.1,0.345,0.6,1.4,0.474,0.504,0.0,0.0,0.0,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5,2022-2023 Regular
1305,215,Justin Holiday,SG,33,DAL,18,2,16.4,1.6,4.4,0.367,0.9,3.1,0.286,0.7,1.3,0.565,0.468,0.3,0.4,0.625,0.2,1.6,1.8,0.9,0.8,0.5,0.6,1.7,4.4,2022-2023 Regular
1303,215,Justin Holiday,SG,33,TOT,46,2,15.3,1.7,4.4,0.377,1.0,3.1,0.322,0.7,1.3,0.508,0.49,0.1,0.2,0.625,0.1,1.1,1.2,0.9,0.4,0.4,0.5,1.5,4.5,2022-2023 Regular
1330,236,Justin Jackson,SF,27,BOS,23,0,4.7,0.3,1.2,0.259,0.2,0.9,0.25,0.1,0.3,0.286,0.352,0.0,0.1,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,2022-2023 Regular
1453,335,Justin Minaya,SF,23,POR,4,0,22.3,1.8,5.8,0.304,0.8,3.0,0.25,1.0,2.8,0.364,0.37,0.0,0.3,0.0,0.8,3.0,3.8,1.0,0.5,1.3,1.0,2.3,4.3,2022-2023 Regular
1695,529,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1.0,0.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,2022-2023 Regular
1495,367,Jusuf Nurkic,C,28,POR,52,52,26.8,5.0,9.7,0.519,0.8,2.3,0.361,4.2,7.4,0.567,0.561,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3,2022-2023 Regular
1504,374,KZ Okpala,PF,23,SAC,35,3,7.1,0.5,1.1,0.421,0.2,0.6,0.333,0.3,0.5,0.529,0.513,0.2,0.2,0.875,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.1,1.3,2022-2023 Regular
1354,254,Kai Jones,C,22,CHO,46,0,12.0,1.5,2.6,0.558,0.1,0.4,0.211,1.4,2.2,0.624,0.575,0.4,0.6,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,2022-2023 Regular
1638,478,Karl-Anthony Towns,PF,27,MIN,29,29,33.0,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.576,0.565,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,2022-2023 Regular
1398,288,Kawhi Leonard,SF,31,LAC,52,50,33.6,8.6,16.8,0.512,2.0,4.8,0.416,6.6,11.9,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,2022-2023 Regular
1473,353,Keegan Murray,SF,22,SAC,80,78,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.584,0.8,1.0,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,2022-2023 Regular
1068,32,Keita Bates-Diop,SF,27,SAS,67,42,21.7,3.5,6.9,0.508,0.8,2.1,0.394,2.7,4.8,0.557,0.568,1.8,2.2,0.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,9.7,2022-2023 Regular
1344,246,Keldon Johnson,SF,23,SAS,63,63,32.7,8.0,17.7,0.452,2.1,6.5,0.329,5.9,11.2,0.523,0.512,3.9,5.2,0.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,22.0,2022-2023 Regular
1506,376,Kelly Olynyk,C,31,UTA,68,68,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,0.583,2.9,3.4,0.853,1.2,5.0,6.2,3.7,0.9,0.5,2.5,3.4,12.5,2022-2023 Regular
1511,379,Kelly Oubre Jr.,SF,27,CHO,48,40,32.3,7.4,17.1,0.431,2.3,7.1,0.319,5.1,10.0,0.51,0.497,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,2022-2023 Regular
1657,495,Kemba Walker,PG,32,DAL,9,1,16.0,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,2022-2023 Regular
1115,65,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0.0,0.2,0.0,0.7,1.0,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5,2022-2023 Regular
1493,366,Kendrick Nunn,SG,27,LAL,39,2,13.5,2.6,6.4,0.406,1.1,3.2,0.325,1.6,3.2,0.488,0.488,0.4,0.5,0.81,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7,2022-2023 Regular
1492,366,Kendrick Nunn,SG-PG,27,TOT,70,2,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.512,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,2022-2023 Regular
1494,366,Kendrick Nunn,PG,27,WAS,31,0,14.1,2.9,6.4,0.447,1.2,3.1,0.392,1.6,3.3,0.5,0.543,0.6,0.6,0.9,0.3,1.4,1.7,1.8,0.5,0.1,1.1,1.0,7.5,2022-2023 Regular
1147,89,Kennedy Chandler,PG,20,MEM,36,0,7.8,1.0,2.3,0.422,0.1,0.4,0.133,0.9,1.9,0.485,0.434,0.2,0.4,0.462,0.3,0.8,1.1,1.6,0.3,0.1,0.5,0.4,2.2,2022-2023 Regular
1405,295,Kenneth Lofton Jr.,PF,20,MEM,24,1,7.3,2.0,3.9,0.527,0.3,0.7,0.353,1.8,3.2,0.566,0.559,0.7,1.1,0.593,0.8,1.3,2.1,0.8,0.2,0.1,0.5,1.2,5.0,2022-2023 Regular
1687,521,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4.0,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0,2022-2023 Regular
1132,78,Kentavious Caldwell-Pope,SG,29,DEN,76,76,31.3,3.8,8.3,0.462,1.8,4.2,0.423,2.1,4.1,0.502,0.569,1.4,1.6,0.824,0.5,2.3,2.7,2.4,1.5,0.5,1.1,1.9,10.8,2022-2023 Regular
1425,311,Kenyon Martin Jr.,SF,22,HOU,82,49,28.0,5.0,8.8,0.569,0.8,2.6,0.315,4.2,6.1,0.679,0.617,1.8,2.7,0.68,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.7,2022-2023 Regular
1212,142,Keon Ellis,SG,23,SAC,16,0,4.4,0.4,1.0,0.438,0.4,0.8,0.5,0.1,0.3,0.25,0.625,0.3,0.4,0.571,0.3,0.3,0.5,0.4,0.3,0.1,0.1,0.6,1.5,2022-2023 Regular
1345,247,Keon Johnson,SG,20,POR,40,0,10.4,1.7,4.5,0.376,0.7,2.0,0.346,1.0,2.4,0.402,0.455,0.7,1.0,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7,2022-2023 Regular
1210,141,Kessler Edwards,SF,22,BRK,14,1,5.6,0.4,1.7,0.25,0.1,0.9,0.167,0.3,0.9,0.333,0.292,0.1,0.1,0.5,0.4,0.6,1.0,0.1,0.2,0.1,0.3,0.2,1.1,2022-2023 Regular
1211,141,Kessler Edwards,SF,22,SAC,22,3,13.9,1.4,3.1,0.435,0.7,2.0,0.349,0.7,1.2,0.577,0.543,0.5,0.6,0.769,0.8,1.4,2.1,1.0,0.5,0.2,0.4,1.7,3.9,2022-2023 Regular
1209,141,Kessler Edwards,SF,22,TOT,36,4,10.7,1.0,2.6,0.387,0.5,1.5,0.309,0.5,1.1,0.5,0.478,0.3,0.4,0.733,0.6,1.1,1.7,0.6,0.4,0.2,0.4,1.1,2.8,2022-2023 Regular
1204,137,Kevin Durant,PF,34,BRK,39,39,36.0,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14.0,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,2022-2023 Regular
1205,137,Kevin Durant,SF,34,PHO,8,8,33.6,9.1,16.0,0.57,2.8,5.1,0.537,6.4,10.9,0.586,0.656,5.0,6.0,0.833,0.4,6.0,6.4,3.5,0.3,1.3,2.5,0.9,26.0,2022-2023 Regular
1203,137,Kevin Durant,PF-SF,34,TOT,47,47,35.6,10.3,18.3,0.56,2.0,4.9,0.404,8.3,13.4,0.617,0.614,6.5,7.1,0.919,0.4,6.3,6.7,5.0,0.7,1.4,3.3,2.1,29.1,2022-2023 Regular
1312,222,Kevin Huerter,SG,24,SAC,75,75,29.4,5.6,11.5,0.485,2.7,6.8,0.402,2.9,4.7,0.604,0.603,1.3,1.7,0.725,0.6,2.8,3.3,2.9,1.1,0.3,1.3,2.4,15.2,2022-2023 Regular
1376,271,Kevin Knox,PF,23,DET,42,1,14.1,2.0,4.3,0.469,1.0,2.8,0.371,1.0,1.5,0.651,0.589,0.6,0.8,0.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6,2022-2023 Regular
1377,271,Kevin Knox,SF,23,POR,21,4,17.1,3.2,7.3,0.444,1.0,3.3,0.314,2.2,4.0,0.554,0.516,1.0,1.3,0.741,0.7,2.6,3.3,0.9,0.5,0.0,0.9,1.0,8.5,2022-2023 Regular
1375,271,Kevin Knox,PF-SF,23,TOT,63,5,15.1,2.4,5.3,0.458,1.0,3.0,0.349,1.4,2.3,0.596,0.556,0.7,1.0,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,2022-2023 Regular
1410,299,Kevin Love,PF,34,CLE,41,3,20.0,2.7,7.0,0.389,1.7,4.8,0.354,1.0,2.2,0.467,0.511,1.4,1.5,0.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,2022-2023 Regular
1411,299,Kevin Love,PF,34,MIA,21,17,20.0,2.6,6.6,0.388,1.4,4.8,0.297,1.1,1.8,0.632,0.496,1.1,1.3,0.857,0.8,4.9,5.7,1.9,0.4,0.2,1.1,1.5,7.7,2022-2023 Regular
1409,299,Kevin Love,PF,34,TOT,62,20,20.0,2.7,6.8,0.389,1.6,4.8,0.334,1.1,2.1,0.516,0.506,1.3,1.5,0.879,1.0,5.5,6.4,1.9,0.3,0.2,1.1,1.6,8.2,2022-2023 Regular
1527,389,Kevin Porter Jr.,PG,22,HOU,59,59,34.3,6.6,15.0,0.442,2.4,6.5,0.366,4.2,8.5,0.501,0.522,3.5,4.5,0.784,1.3,4.0,5.3,5.7,1.4,0.3,3.2,2.6,19.2,2022-2023 Regular
1280,196,Kevon Harris,SG,25,ORL,34,0,13.4,1.4,3.1,0.439,0.5,1.3,0.372,0.9,1.9,0.484,0.514,0.9,1.2,0.756,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,2022-2023 Regular
1406,296,Kevon Looney,C,26,GSW,82,70,23.9,3.0,4.7,0.63,0.0,0.0,0.0,3.0,4.7,0.632,0.63,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7.0,2022-2023 Regular
1085,41,Khem Birch,C,30,TOR,20,0,8.1,1.0,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,2022-2023 Regular
1450,332,Khris Middleton,SF,31,MIL,33,19,24.3,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,0.499,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,2022-2023 Regular
1290,204,Killian Hayes,PG,21,DET,76,56,28.3,4.0,10.7,0.377,1.1,3.8,0.28,3.0,7.0,0.429,0.426,1.2,1.5,0.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,2.9,10.3,2022-2023 Regular
1401,291,Kira Lewis Jr.,PG,21,NOP,25,0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1.0,2.2,0.463,0.54,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1.0,4.6,2022-2023 Regular
1627,471,Klay Thompson,SG,32,GSW,69,69,33.0,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,0.556,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,2022-2023 Regular
1597,445,Kobi Simmons,PG,25,CHO,5,0,5.6,0.2,1.2,0.167,0.2,1.0,0.2,0.0,0.2,0.0,0.25,0.4,0.4,1.0,0.2,0.6,0.8,1.0,0.0,0.4,0.2,0.0,1.0,2022-2023 Regular
1202,136,Kris Dunn,PG,28,UTA,22,3,25.8,5.3,9.8,0.537,0.8,1.6,0.472,4.5,8.2,0.55,0.576,1.9,2.4,0.774,0.4,4.1,4.5,5.6,1.1,0.5,1.6,2.6,13.2,2022-2023 Regular
1531,393,Kristaps Porzingis,C,27,WAS,65,65,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,2022-2023 Regular
1040,10,Kyle Anderson,PF,29,MIN,69,46,28.4,3.7,7.2,0.509,0.6,1.5,0.41,3.0,5.7,0.536,0.553,1.4,2.0,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,2022-2023 Regular
1384,278,Kyle Kuzma,PF,27,WAS,64,64,35.0,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,2022-2023 Regular
1412,300,Kyle Lowry,PG,36,MIA,55,44,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,0.514,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,2.6,11.2,2022-2023 Regular
1323,230,Kyrie Irving,PG,30,BRK,40,40,37.0,10.0,20.5,0.486,3.3,8.7,0.374,6.7,11.8,0.569,0.565,4.0,4.5,0.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1,2022-2023 Regular
1324,230,Kyrie Irving,PG,30,DAL,20,20,38.2,9.8,19.2,0.51,2.9,7.4,0.392,6.9,11.8,0.585,0.586,4.5,4.7,0.947,1.1,4.0,5.0,6.0,1.3,0.6,1.9,2.8,27.0,2022-2023 Regular
1322,230,Kyrie Irving,PG,30,TOT,60,60,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,0.572,4.1,4.6,0.905,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,2022-2023 Regular
1053,21,LaMelo Ball,PG,21,CHO,36,36,35.2,8.2,20.0,0.411,4.0,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,2022-2023 Regular
1612,458,Lamar Stevens,PF,25,CLE,62,25,18.1,2.1,4.6,0.448,0.5,1.5,0.316,1.6,3.1,0.513,0.5,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,2022-2023 Regular
1591,439,Landry Shamet,SG,25,PHO,40,9,20.2,2.8,7.5,0.377,1.9,5.0,0.377,1.0,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,2022-2023 Regular
1480,356,Larry Nance Jr.,PF,30,NOP,65,1,21.2,2.9,4.7,0.61,0.2,0.6,0.333,2.6,4.0,0.654,0.633,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2.0,6.8,2022-2023 Regular
1421,307,Lauri Markkanen,SF,25,UTA,66,66,34.4,8.7,17.3,0.499,3.0,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,2022-2023 Regular
1335,239,LeBron James,PF,38,LAL,55,54,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,0.549,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,2022-2023 Regular
1094,48,Leandro Bolmaro,SG,22,UTA,14,0,4.9,0.2,1.4,0.15,0.0,0.3,0.0,0.2,1.1,0.188,0.15,0.0,0.0,0.0,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,2022-2023 Regular
1542,404,Lester Quinones,SG,22,GSW,4,0,4.5,0.5,1.3,0.4,0.5,1.0,0.5,0.0,0.3,0.0,0.6,1.0,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,2022-2023 Regular
1680,514,Lindell Wigginton,PG,24,MIL,7,1,12.4,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.568,1.1,1.3,0.889,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1,2022-2023 Regular
1667,503,Lindy Waters III,SG,25,OKC,41,0,13.0,1.7,4.3,0.393,1.4,4.0,0.358,0.3,0.4,0.75,0.556,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1.0,5.2,2022-2023 Regular
1658,496,Lonnie Walker IV,SG,24,LAL,56,32,23.2,4.2,9.4,0.448,1.6,4.4,0.365,2.6,5.0,0.522,0.534,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,2022-2023 Regular
1371,267,Louis King,SF,23,PHI,1,0,29.0,8.0,13.0,0.615,4.0,8.0,0.5,4.0,5.0,0.8,0.769,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,2022-2023 Regular
1191,127,Luguentz Dort,SG,23,OKC,74,73,30.7,4.6,11.8,0.388,1.8,5.5,0.33,2.8,6.3,0.44,0.466,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1.0,0.3,1.2,3.3,13.7,2022-2023 Regular
1189,125,Luka Doncic,PG,23,DAL,66,66,36.2,10.9,22.0,0.496,2.8,8.2,0.342,8.1,13.8,0.588,0.56,7.8,10.5,0.742,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.4,2022-2023 Regular
1233,159,Luka Garza,C,24,MIN,28,0,8.7,2.3,4.1,0.543,0.5,1.4,0.359,1.8,2.8,0.636,0.603,1.5,1.9,0.788,1.2,1.1,2.3,0.6,0.1,0.1,0.5,1.5,6.5,2022-2023 Regular
1579,429,Luka Samanic,PF,23,UTA,7,4,23.0,3.7,8.1,0.456,1.1,4.4,0.258,2.6,3.7,0.692,0.526,1.3,1.9,0.692,0.0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,2022-2023 Regular
1367,264,Luke Kennard,SG,26,LAC,35,11,20.7,2.8,6.0,0.464,1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,2022-2023 Regular
1368,264,Luke Kennard,SG,26,MEM,24,3,24.6,3.8,7.1,0.526,3.1,5.7,0.54,0.7,1.4,0.471,0.743,0.8,0.8,0.947,0.4,2.8,3.1,2.3,0.5,0.0,0.7,1.5,11.3,2022-2023 Regular
1366,264,Luke Kennard,SG,26,TOT,59,14,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.666,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,2022-2023 Regular
1381,275,Luke Kornet,C,27,BOS,69,0,11.7,1.6,2.5,0.665,0.0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,2022-2023 Regular
1435,319,Mac McClung,SG,24,PHI,2,0,20.5,4.5,10.0,0.45,2.0,5.5,0.364,2.5,4.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5.0,4.5,0.0,0.0,1.5,1.5,12.5,2022-2023 Regular
1221,147,Malachi Flynn,PG,24,TOR,53,2,13.0,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.457,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,1.2,4.6,2022-2023 Regular
1103,55,Malaki Branham,SF,19,SAS,66,32,23.5,4.1,9.3,0.44,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,2022-2023 Regular
1110,60,Malcolm Brogdon,PG,30,BOS,67,0,26.0,5.3,10.9,0.484,2.0,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,2022-2023 Regular
1300,212,Malcolm Hill,SF,27,CHI,5,0,1.8,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1.0,0.625,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.0,2022-2023 Regular
1076,36,Malik Beasley,SG,26,LAL,26,14,23.9,4.0,10.3,0.392,2.5,7.2,0.353,1.5,3.1,0.481,0.515,0.5,0.8,0.619,0.3,3.0,3.3,1.2,0.8,0.0,1.2,1.2,11.1,2022-2023 Regular
